Credibility Code,Sample Size,Precision,Abundance,Significance, AOU,Region,Species Name,Region Name,Model, N Routes, Trend, 2.5%CI, 97.5%CI,Relative Abundance
 Y,  ,  , Y,2,1290,SUR,Common Merganser                        ,Survey-wide                             , Dh,970,-0.858,-1.654,-0.072,0.214
 Y,  ,  , Y,  ,1290,CA1,Common Merganser                        ,Canada (core)                           , Dh,352,-0.956,-2.136,0.256,0.225
 Y,  ,  , Y,  ,1290,US1,Common Merganser                        ,United States (core)                    , Dh,552,-0.689,-1.803,0.312,0.202
 Y,  ,  , Y,2,1290,SU1,Common Merganser                        ,Survey-wide (core)                      , Dh,904,-0.848,-1.684,-0.029,0.216
  ,  ,  ,  ,  ,1300,S02,Red-breasted Merganser                  ,Western Alaska                          , Dh,14,-0.676,-4.168,1.262,8.7
 R, R, R, R,  ,1300,S03,Red-breasted Merganser                  ,Arctic Plains and Mountains             , Dh,3,-0.187,-8.859,5.693,0.062
 Y,  ,  , Y,  ,1300,S04,Red-breasted Merganser                  ,Northwestern Interior Forest            , Dh,19,-0.923,-4.581,1.353,0.118
 R, Y, Y, R,  ,1300,S05,Red-breasted Merganser                  ,Northern Pacific Rainforest             , Dh,9,-0.861,-5.855,2.772,0.042
 R, Y, R, R,  ,1300,S06,Red-breasted Merganser                  ,Boreal Taiga Plains                     , Dh,6,-1.631,-8.733,7.475,0.037
 Y,  , Y, Y,  ,1300,S08,Red-breasted Merganser                  ,Boreal Softwood Shield                  , Dh,16,0.501,-2.737,6.727,0.123
 R, R, R, R,  ,1300,S11,Red-breasted Merganser                  ,Prairie Potholes                        , Dh,3,-0.208,-7.142,5.694,0.014
 R,  , R, R,  ,1300,S12,Red-breasted Merganser                  ,Boreal Hardwood Transition              , Dh,17,-3.793,-10.098,0.661,0.019
 R, Y, R, R,  ,1300,S13,Red-breasted Merganser                  ,Lower Great Lakes/ St. Lawrence Plain   , Dh,5,0.664,-5.002,7.627,0.018
 R,  , Y, R,  ,1300,S14,Red-breasted Merganser                  ,Atlantic Northern Forest                , Dh,23,0.207,-3.011,3.919,0.066
  ,  ,  ,  ,  ,1300,AK ,Red-breasted Merganser                  ,Alaska                                  , Dh,35,-0.665,-3.994,1.16,1.77
 R, R, R, R,  ,1300,BC ,Red-breasted Merganser                  ,British Columbia                        , Dh,1,-0.933,-38.5,3.862,0.015
 R, Y, R, R,  ,1300,MAN,Red-breasted Merganser                  ,Manitoba                                , Dh,6,-4.572,-12.823,1.707,0.012
 R, Y, R, R,  ,1300,MIC,Red-breasted Merganser                  ,Michigan                                , Dh,6,-1.022,-10.197,4.037,0.028
 R, R, R, R,  ,1300,MIN,Red-breasted Merganser                  ,Minnesota                               , Dh,3,-7.773,-23.217,1.208,0.009
 R, Y, R, R,  ,1300,NB ,Red-breasted Merganser                  ,New Brunswick                           , Dh,5,1.636,-2.059,11.6,0.023
 Y, Y, Y, Y,  ,1300,NF ,Red-breasted Merganser                  ,Newfoundland                            , Dh,11,-0.205,-4.353,3.84,0.642
 R, Y, Y, R,  ,1300,NS ,Red-breasted Merganser                  ,Nova Scotia                             , Dh,13,0.081,-4.454,4.355,0.098
 R, Y, Y, R,  ,1300,ONT,Red-breasted Merganser                  ,Ontario                                 , Dh,11,-0.584,-6.118,3.847,0.008
 R, R, R, R,  ,1300,PEI,Red-breasted Merganser                  ,Prince Edward Island                    , Dh,1,-1.268,-15.472,4.899,0.065
 R, Y, R, R,  ,1300,QUE,Red-breasted Merganser                  ,Quebec                                  , Dh,9,2.504,-2.578,16.159,0.05
 R, R, R, R,  ,1300,SAS,Red-breasted Merganser                  ,Saskatchewan                            , Dh,3,0.13,-7.62,11.358,0.049
 R, R, R, R,  ,1300,WIS,Red-breasted Merganser                  ,Wisconsin                               , Dh,2,-4.041,-18.404,1.662,0.06
 R, Y, R, Y,  ,1300,YT ,Red-breasted Merganser                  ,Yukon                                   , Dh,9,-1.88,-10.678,2.243,0.164
 R,  , Y, R,  ,1300,CAN,Red-breasted Merganser                  ,Canada                                  , Dh,69,-0.02,-2.584,4.564,0.099
  ,  ,  ,  ,  ,1300,US ,Red-breasted Merganser                  ,United States                           , Dh,46,-0.686,-3.981,1.127,1.558
 Y,  ,  , Y,  ,1300,SUR,Red-breasted Merganser                  ,Survey-wide                             , Dh,115,-0.577,-3.56,1.239,0.707
 R,  , R, R,  ,1300,CA1,Red-breasted Merganser                  ,Canada (core)                           , Dh,49,1.035,-2.228,9.611,0.032
 R, Y, R, R,  ,1300,US1,Red-breasted Merganser                  ,United States (core)                    , Dh,11,-4.123,-11.48,0.775,0.033
 R,  , R, R,  ,1300,SU1,Red-breasted Merganser                  ,Survey-wide (core)                      , Dh,60,0.274,-3.058,7.996,0.032
 Y,  , Y,  ,  ,1670,S06,Ruddy Duck                              ,Boreal Taiga Plains                     , Dh,32,3.899,-0.359,9.273,1.574
 Y,  , Y,  ,  ,1670,S09,Ruddy Duck                              ,Great Basin                             , Dh,64,1.209,-1.686,5.027,1.018
 Y,  , Y, Y,  ,1670,S10,Ruddy Duck                              ,Northern Rockies                        , Dh,33,-0.9,-5.024,3.351,0.504
  ,  ,  ,  ,  ,1670,S11,Ruddy Duck                              ,Prairie Potholes                        , Dh,200,1.791,-0.361,3.892,7.846
 R, R, R, R,  ,1670,S15,Ruddy Duck                              ,Sierra Nevada                           , Dh,3,-0.257,-9.494,9.522,0.024
 Y,  , Y, Y,  ,1670,S16,Ruddy Duck                              ,Southern Rockies/colorado Plateau       , Dh,28,2.395,-1.097,7.111,0.338
 Y,  , Y, Y,  ,1670,S17,Ruddy Duck                              ,Badlands and Prairies                   , Dh,23,1.771,-2.43,7.02,0.213
 R,  , R, R,  ,1670,S18,Ruddy Duck                              ,Shortgrass Prairie                      , Dh,16,0.576,-4.421,6.119,0.084
 R, Y, R, Y,  ,1670,S19,Ruddy Duck                              ,Central Mixed Grass Prairie             , Dh,11,-3.467,-9.82,2.004,0.302
 R, Y, R, R,  ,1670,S23,Ruddy Duck                              ,Prairie Hardwood Transition             , Dh,7,-2.74,-9.992,3.29,0.065
 Y,  , Y, Y,  ,1670,S32,Ruddy Duck                              ,Coastal California                      , Dh,15,0.845,-4.038,5.911,0.222
 R, R, R, R,  ,1670,S33,Ruddy Duck                              ,Sonoran and Mojave Deserts              , Dh,3,1.134,-7.288,10.019,0.05
 R, Y, R, Y,  ,1670,S37,Ruddy Duck                              ,Gulf Coastal Prairie                    , Dh,5,-1.462,-13.375,8.043,0.41
  ,  ,  ,  ,1,1670,ALB,Ruddy Duck                              ,Alberta                                 , Dh,88,3.013,0.508,5.789,1.734
 R, R, R, R,  ,1670,ARI,Ruddy Duck                              ,Arizona                                 , Dh,3,1.134,-7.288,10.019,0.05
 Y,  , Y, Y,  ,1670,BC ,Ruddy Duck                              ,British Columbia                        , Dh,20,-1.64,-5.966,2.625,0.967
 Y,  , Y, Y,  ,1670,CAL,Ruddy Duck                              ,California                              , Dh,29,-0.585,-3.934,3.16,0.345
 Y,  , Y, Y,  ,1670,COL,Ruddy Duck                              ,Colorado                                , Dh,25,1.69,-2.126,5.728,0.278
 R, Y, R, Y,2,1670,IDA,Ruddy Duck                              ,Idaho                                   , Dh,7,-7.594,-13.494,-2.363,0.118
 R, R, R, R,  ,1670,KAN,Ruddy Duck                              ,Kansas                                  , Dh,2,-0.396,-8.389,9.7,0.029
 Y,  , Y,  ,  ,1670,MAN,Ruddy Duck                              ,Manitoba                                , Dh,25,1.301,-2.854,5.565,1.533
 R,  , R, Y,  ,1670,MIN,Ruddy Duck                              ,Minnesota                               , Dh,15,-3.593,-9.301,1.802,0.438
 Y,  , Y, Y,  ,1670,MON,Ruddy Duck                              ,Montana                                 , Dh,25,-0.828,-4.813,3.269,0.12
 Y,  , Y,  ,1,1670,ND ,Ruddy Duck                              ,North Dakota                            , Dh,31,5.654,2.597,8.953,8.869
 R, Y, R, Y,  ,1670,NEB,Ruddy Duck                              ,Nebraska                                , Dh,9,-4.145,-11.905,1.894,0.539
 R, Y, R, Y,  ,1670,NEV,Ruddy Duck                              ,Nevada                                  , Dh,6,3.744,-2.574,11.556,0.977
 R, R, R, Y,  ,1670,NM ,Ruddy Duck                              ,New Mexico                              , Dh,4,2.498,-4.737,10.996,0.224
 R, Y, R, Y,  ,1670,ORE,Ruddy Duck                              ,Oregon                                  , Dh,12,4.534,-0.945,11.054,0.611
 Y,  , Y,  ,  ,1670,SAS,Ruddy Duck                              ,Saskatchewan                            , Dh,57,0.307,-3.518,5.402,10.574
 R,  , R,  ,  ,1670,SD ,Ruddy Duck                              ,South Dakota                            , Dh,24,-3.224,-9.069,1.711,1.054
 R, Y, R, Y,  ,1670,TEX,Ruddy Duck                              ,Texas                                   , Dh,11,-0.806,-6.998,5.562,0.175
 R,  , R, Y,  ,1670,UT ,Ruddy Duck                              ,Utah                                    , Dh,15,2.75,-2.481,9.178,0.587
 R,  , R, Y,  ,1670,WAS,Ruddy Duck                              ,Washington                              , Dh,17,-0.115,-5.339,5.097,0.675
 R, R, R, R,  ,1670,WIS,Ruddy Duck                              ,Wisconsin                               , Dh,2,-0.732,-10.873,8.323,0.015
 Y, Y, Y, Y,  ,1670,WYO,Ruddy Duck                              ,Wyoming                                 , Dh,13,3.348,-1.096,8.731,0.389
  ,  ,  ,  ,  ,1670,CAN,Ruddy Duck                              ,Canada                                  , Dh,190,1.186,-0.874,3.89,3.858
 Y,  ,  , Y,1,1670,US ,Ruddy Duck                              ,United States                           , Dh,250,2.555,0.127,4.852,0.961
  ,  ,  ,  ,1,1670,SUR,Ruddy Duck                              ,Survey-wide                             , Dh,440,1.86,0.202,3.738,1.953
  ,  ,  ,  ,  ,1670,CA1,Ruddy Duck                              ,Canada (core)                           , Dh,190,1.186,-0.874,3.89,3.858
 Y,  ,  , Y,1,1670,US1,Ruddy Duck                              ,United States (core)                    , Dh,250,2.555,0.127,4.852,0.961
  ,  ,  ,  ,1,1670,SU1,Ruddy Duck                              ,Survey-wide (core)                      , Dh,440,1.86,0.202,3.738,1.953
 R, R, R, R,  ,3110,S36,Plain Chachalaca                        ,Tamaulipan Brushlands                   , Dh,3,0,-2.725,9.376,0.069
 R, R, R, R,  ,3110,TEX,Plain Chachalaca                        ,Texas                                   , Dh,3,0,-2.725,9.376,0.069
 R, R, R, R,  ,3110,US ,Plain Chachalaca                        ,United States                           , Dh,3,0,-2.725,9.376,0.069
 R, R, R, R,  ,3110,SUR,Plain Chachalaca                        ,Survey-wide                             , Dh,3,0,-2.725,9.376,0.069
 R, R, R, R,  ,3110,US1,Plain Chachalaca                        ,United States (core)                    , Dh,3,0,-2.725,9.376,0.069
 R, R, R, R,  ,3110,SU1,Plain Chachalaca                        ,Survey-wide (core)                      , Dh,3,0,-2.725,9.376,0.069
  ,  ,  ,  ,  ,2920,S05,Mountain Quail                          ,Northern Pacific Rainforest             , DD,59,-0.474,-2.246,0.772,4.851
 Y,  ,  , Y,  ,2920,S09,Mountain Quail                          ,Great Basin                             , DD,20,2.226,-0.1,5.626,0.373
 R, Y, R, Y,  ,2920,S10,Mountain Quail                          ,Northern Rockies                        , DD,7,-0.168,-5.124,6.568,0.118
  ,  ,  ,  ,2,2920,S15,Mountain Quail                          ,Sierra Nevada                           , DD,38,-2.421,-4.877,-0.288,15.834
  ,  ,  ,  ,2,2920,S32,Mountain Quail                          ,Coastal California                      , DD,44,-4.98,-7.685,-2.226,2.913
  ,  ,  ,  ,2,2920,CAL,Mountain Quail                          ,California                              , DD,129,-2.689,-4.204,-1.343,5.847
 Y,  ,  , Y,  ,2920,ORE,Mountain Quail                          ,Oregon                                  , DD,39,0.056,-1.259,1.221,0.969
  ,  ,  ,  ,2,2920,US ,Mountain Quail                          ,United States                           , DD,168,-2.293,-3.58,-1.127,3.66
  ,  ,  ,  ,2,2920,SUR,Mountain Quail                          ,Survey-wide                             , DD,168,-2.293,-3.58,-1.127,3.66
  ,  ,  ,  ,2,2920,US1,Mountain Quail                          ,United States (core)                    , DD,168,-2.293,-3.58,-1.127,3.66
  ,  ,  ,  ,2,2920,SU1,Mountain Quail                          ,Survey-wide (core)                      , DD,168,-2.293,-3.58,-1.127,3.66
 R, R, R, R,  ,2890,S05,Northern Bobwhite                       ,Northern Pacific Rainforest             , Dh,4,-1.723,-8.684,4.626,0.011
 Y,  ,  , Y,  ,2890,S11,Northern Bobwhite                       ,Prairie Potholes                        , Dh,17,1.827,-0.806,4.662,0.982
 R, Y, Y, R,  ,2890,S12,Northern Bobwhite                       ,Boreal Hardwood Transition              , Dh,8,-0.495,-4.402,3.828,0.01
 R,  , Y, R,2,2890,S13,Northern Bobwhite                       ,Lower Great Lakes/ St. Lawrence Plain   , Dh,24,-8.383,-12.517,-4.075,0.024
 R, Y, R, R,  ,2890,S14,Northern Bobwhite                       ,Atlantic Northern Forest                , Dh,7,-2.103,-8.071,2.201,0.004
 R, R, R, R,  ,2890,S17,Northern Bobwhite                       ,Badlands and Prairies                   , Dh,1,-1.061,-8.878,5.708,0.015
  ,  ,  ,  ,2,2890,S18,Northern Bobwhite                       ,Shortgrass Prairie                      , Dh,84,-3.111,-4.46,-1.755,5.141
  ,  ,  ,  ,2,2890,S19,Northern Bobwhite                       ,Central Mixed Grass Prairie             , Dh,113,-2.371,-3.013,-1.714,47.206
  ,  ,  ,  ,2,2890,S20,Northern Bobwhite                       ,Edwards Plateau                         , Dh,18,-8.679,-10.224,-7.165,11.316
  ,  ,  ,  ,2,2890,S21,Northern Bobwhite                       ,Oaks and Prairies                       , Dh,65,-7.127,-8.132,-6.153,14.841
  ,  ,  ,  ,2,2890,S22,Northern Bobwhite                       ,Eastern Tallgrass Prairie               , Dh,238,-3.501,-3.993,-2.99,19.744
 Y,  ,  , Y,2,2890,S23,Northern Bobwhite                       ,Prairie Hardwood Transition             , Dh,93,-13.317,-15.765,-10.955,0.357
  ,  ,  ,  ,2,2890,S24,Northern Bobwhite                       ,Central Hardwoods                       , Dh,142,-5.365,-5.87,-4.856,15.214
  ,  ,  ,  ,2,2890,S25,Northern Bobwhite                       ,West Gulf Coastal Plain/ouachitas       , Dh,88,-6.258,-7.628,-4.954,5.136
  ,  ,  ,  ,2,2890,S26,Northern Bobwhite                       ,Mississippi Alluvial Valley             , Dh,49,-5.414,-6.654,-4.175,7.351
  ,  ,  ,  ,2,2890,S27,Northern Bobwhite                       ,Southeastern Coastal Plain              , Dh,279,-4.672,-5.09,-4.237,14.424
  ,  ,  ,  ,2,2890,S28,Northern Bobwhite                       ,Appalachian Mountains                   , Dh,185,-9.51,-10.554,-8.524,1.08
  ,  ,  ,  ,2,2890,S29,Northern Bobwhite                       ,Piedmont                                , Dh,133,-7.033,-7.81,-6.258,6.275
  ,  ,  ,  ,2,2890,S30,Northern Bobwhite                       ,New England/mid-atlantic Coast          , Dh,84,-9.713,-11.101,-8.105,1.927
